0.3104584,0.3764693,0.4285608,0.4732184,0.5130305,0.5493373,0.5829281,0.6143001,0.6437738
0.3764693,0.4403223,0.4910392,0.5347231,0.5737986,0.6095227,0.6426369,0.6736089,0.7027399
0.4285608,0.4910392,0.5407824,0.5837297,0.6222224,0.6574699,0.6901842,0.7208136,0.7496456
0.4732184,0.5347231,0.5837297,0.6260942,0.6641103,0.6989579,0.7313295,0.7616599,0.7902270
0.5130305,0.5737986,0.6222224,0.6641103,0.7017265,0.7362314,0.7683040,0.7983695,0.8266987
0.5493373,0.6095227,0.6574699,0.6989579,0.7362314,0.7704373,0.8022451,0.8320726,0.8601851
0.5829281,0.6426369,0.6901842,0.7313295,0.7683040,0.8022451,0.8338149,0.8634257,0.8913385
0.6143001,0.6736089,0.7208136,0.7616599,0.7983695,0.8320726,0.8634257,0.8928368,0.9205630
0.6437738,0.7027399,0.7496456,0.7902270,0.8266987,0.8601851,0.8913385,0.9205630,0.9481129
